"","taxa","family","genus","lme","rank","survey","source","type.length","level_inferred","b","a"
"1481","Callionymus","Callionymidae","Callionymus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"1482","Ammodytes marinus","Ammodytidae","Ammodytes",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.43950009346008,0.00100000004749745
"1483","Lophius budegassa","Lophiidae","Lophius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"1484","Solea solea","Soleidae","Solea",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.07042000293732,0.007413399964571
"1485","Dipturus","Rajidae","Dipturus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"1486","Pollachius pollachius","Gadidae","Pollachius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10833334922791,0.00595333334058523
"1487","Scophthalmus maximus","Scophthalmidae","Scophthalmus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"1488","Taurulus bubalis","Cottidae","Taurulus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.0153999999165535
"1489","Cepola macrophthalma","Cepolidae","Cepola",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.08899998664856,0.0198500002734363
"1490","Hyperoplus lanceolatus","Ammodytidae","Hyperoplus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.69670009613037,0.00659999996423721
"1491","Lophius piscatorius","Lophiidae","Lophius",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.92016661167145,0.0226983334093044
"1492","Callionymus lyra","Callionymidae","Callionymus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.496333360672,0.0454444447532296
"1493","Anarhichas lupus","Anarhichadidae","Anarhichas",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"1494","Agonus cataphractus","Agonidae","Agonus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.7404500246048,0.0150000001303852
"1495","Buglossidium luteum","Soleidae","Buglossidium",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.37000000476837,0.00498999992851168
"1496","Glyptocephalus cynoglossus","Pleuronectidae","Glyptocephalus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.23500001430511,0.00275000010151416
"1497","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"1498","Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"1499","Coelorinchus caelorhincus","Macrouridae","Coelorinchus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06449997425079,0.0648449987638742
"1500","Chimaera monstrosa","Chimaeridae","Chimaera",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.27049994468689,0.00387000006594462
"1501","Etmopterus spinax","Etmopteridae","Etmopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.13499999046326,0.00282333333355685
"1502","Brosme brosme","Lotidae","Brosme",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"1503","Maurolicus muelleri","Sternoptychidae","Maurolicus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"1504","Enchelyopus cimbrius","Lotidae","Enchelyopus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"1505","Mullus surmuletus","Mullidae","Mullus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14515376091003,0.0089589583221823
"1506","Phrynorhombus norvegicus","Scophthalmidae","Phrynorhombus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.90499997138977,0.016100000590086
"1507","Leucoraja circularis","Rajidae","Leucoraja",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.07999992370605,0.00389999989420176
"1508","Ctenolabrus rupestris","Labridae","Ctenolabrus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.0122999995946884
"1509","Zoarces viviparus","Zoarcidae","Zoarces",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.02499997615814,0.00594999990426004
"1510","Gasterosteus aculeatus aculeatus","Gasterosteidae","Gasterosteus",24,"Subspecies","SWC-IBTS","fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"1511","Conger conger","Congridae","Conger",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.23628572055272,0.000925571441517345
"1512","Raja montagui","Rajidae","Raja",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.27050006389618,0.00235500000417233
"1513","Dipturus","Rajidae","Dipturus",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.53900003433228,0.00047999998787418
"1514","Callionymus","Callionymidae","Callionymus",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",2.57807144096919,0.0336242858320475
"1515","Capros aper","Caproidae","Capros",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"1516","Merluccius merluccius","Merlucciidae","Merluccius",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06889998912811,0.00578580009751022
"1517","Sebastes viviparus","Sebastidae","Sebastes",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.13700008392334,0.0115000000223517
"1518","Lophius budegassa","Lophiidae","Lophius",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.91574996709824,0.0365024999482557
"1519","Gadiculus argenteus","Gadidae","Gadiculus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.32133332888285,0.00417666664967934
"1520","Triglops murrayi","Cottidae","Triglops",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.00880332756787539
"1521","Liparis","Liparidae","Liparis",22,"Genus","SWC-IBTS","fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"1522","Ammodytes marinus","Ammodytidae","Ammodytes",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.43950009346008,0.00100000004749745
"1523","Hyperoplus lanceolatus","Ammodytidae","Hyperoplus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.69670009613037,0.00659999996423721
"1524","Micromesistius poutassou","Gadidae","Micromesistius",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.31183330217997,0.00267333331673096
"1525","Scomber scombrus","Scombridae","Scomber",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14799996784755,0.00553000004895564
"1526","Pollachius virens","Gadidae","Pollachius",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.04306878149509,0.00844562509155367
"1527","Pomatoschistus","Gobiidae","Pomatoschistus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"1528","Lesueurigobius friesii","Gobiidae","Lesueurigobius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.51500010490417,0.00257000001147389
"1529","Liparis","Liparidae","Liparis",24,"Genus","SWC-IBTS","fb","TL","gen-Ocean",3.07795000076294,0.014600926078856
"1530","Trisopterus luscus","Gadidae","Trisopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.19577778710259,0.00780111119254596
"1531","Salmo trutta trutta","Salmonidae","Salmo",24,"Subspecies","SWC-IBTS","fb","TL","gen-FAO",3.13247376680374,0.00727375003043562
"1532","Cyclopterus lumpus","Cyclopteridae","Cyclopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.71299997965495,0.330566665778557
"1533","Chelidonichthys lastoviza","Triglidae","Chelidonichthys",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.98116664091746,0.0106533332727849
"1534","Sebastes viviparus","Sebastidae","Sebastes",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.13700008392334,0.0115000000223517
"1535","Microchirus variegatus","Soleidae","Microchirus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"1536","Alosa","Clupeidae","Alosa",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.00114814440409,0.0147885183665763
"1537","Ciliata","Lotidae","Ciliata",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3,0.0063999998383224
"1538","Echiodon drummondii","Carapidae","Echiodon",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.000592592579778284
"1539","Pomatoschistus","Gobiidae","Pomatoschistus",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.15666675567627,0.00755333326136072
"1540","Raja brachyura","Rajidae","Raja",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.18250000476837,0.00351499998942018
"1541","Labrus mixtus","Labridae","Labrus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.25699996948242,0.00499999988824129
"1542","Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"1543","Anarhichas lupus","Anarhichadidae","Anarhichas",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.15966669718424,0.00510000018402934
"1544","Brosme brosme","Lotidae","Brosme",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.92197995185852,0.0273172088898718
"1545","Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes",24,"Species","SWC-IBTS","fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"1546","Echiodon drummondii","Carapidae","Echiodon",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.000592592579778284
"1547","Raja clavata","Rajidae","Raja",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22740001678467,0.00259400003124028
"1548","Hippoglossus hippoglossus","Pleuronectidae","Hippoglossus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.1010000705719,0.020299999974668
"1549","Cyclopterus lumpus","Cyclopteridae","Cyclopterus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.71299997965495,0.330566665778557
"1550","Phycis blennoides","Phycidae","Phycis",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22157141140529,0.00510999989429755
"1551","Galeus melastomus","Pentanchidae","Galeus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.09900002479553,0.00199199996422976
"1552","Enchelyopus cimbrius","Lotidae","Enchelyopus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10599994659424,0.00350000010803342
"1553","Zeugopterus punctatus","Scophthalmidae","Zeugopterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14599990844727,0.0138999996706843
"1554","Platichthys flesus","Pleuronectidae","Platichthys",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"1555","Platichthys flesus","Pleuronectidae","Platichthys",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.90055555767483,0.0160574443741805
"1556","Crystallogobius linearis","Gobiidae","Crystallogobius",24,"Species","SWC-IBTS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1557","Raniceps raninus","Gadidae","Raniceps",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.26699995994568,0.00620000017806888
"1558","Helicolenus dactylopterus","Sebastidae","Helicolenus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.10075002908707,0.0112000000663102
"1559","Zeugopterus punctatus","Scophthalmidae","Zeugopterus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14599990844727,0.0138999996706843
"1560","Mustelus","Triakidae","Mustelus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.1599999666214,0.00200000003678724
"1561","Sebastes","Sebastidae","Sebastes",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.13700008392334,0.0115000000223517
"1562","Arnoglossus thori","Bothidae","Arnoglossus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.085666735967,0.0126000000163913
"1563","Arnoglossus laterna","Bothidae","Arnoglossus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"1564","Myoxocephalus scorpius","Cottidae","Myoxocephalus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.25700008869171,0.00830000010319054
"1565","Capros aper","Caproidae","Capros",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.81924992799759,0.0299174997489899
"1566","Gaidropsarus","Lotidae","Gaidropsarus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.10366670290629,0.00645000006382664
"1567","Parablennius gattorugine","Blenniidae","Parablennius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.0115000000223517
"1568","Polyprion americanus","Polyprionidae","Polyprion",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.68799996376038,0.00667000003159046
"1569","Ciliata","Lotidae","Ciliata",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3,0.0063999998383224
"1570","Scophthalmus rhombus","Scophthalmidae","Scophthalmus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.01591670513153,0.0153250001603737
"1571","Gasterosteus aculeatus aculeatus","Gasterosteidae","Gasterosteus",22,"Subspecies","SWC-IBTS","fb","TL","gen-FAO",3.04900002479553,0.010499999858439
"1572","Gymnammodytes semisquamatus","Ammodytidae","Gymnammodytes",22,"Species","SWC-IBTS","fb","TL","gen-Ocean",3.30699992179871,0.00120000005699694
"1573","Scophthalmus maximus","Scophthalmidae","Scophthalmus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.02788893381755,0.016391111123893
"1574","Sardina pilchardus","Clupeidae","Sardina",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.1022125184536,0.00711875013075769
"1575","Belone belone","Belonidae","Belone",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.09733327229818,0.00098333335093533
"1576","Blennius ocellaris","Blenniidae","Blennius",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.93650007247925,0.0153999999165535
"1577","Anguilla","Anguillidae","Anguilla",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.05780488688771,0.00254602437869436
"1578","Trigla lyra","Triglidae","Trigla",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.06400001049042,0.0110200000926852
"1579","Syngnathus","Syngnathidae","Syngnathus",24,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.24999995231628,0.000286920000507962
"1580","Echiichthys vipera","Trachinidae","Echiichthys",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.04999995231628,0.010499999858439
"1581","Hyperoplus immaculatus","Ammodytidae","Hyperoplus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.83550000190735,0.00617884076200426
"1582","Mustelus","Triakidae","Mustelus",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.1599999666214,0.00200000003678724
"1583","Molva dypterygia","Lotidae","Molva",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.1489999294281,0.00190999999176711
"1584","Macroramphosus scolopax","Centriscidae","Macroramphosus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.88499999046326,0.012799999754255
"1585","Crystallogobius linearis","Gobiidae","Crystallogobius",22,"Species","SWC-IBTS","fb","TL","fam-FAO",3.33234616426321,0.00517657690551669
"1586","Raja microocellata","Rajidae","Raja",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.11700010299683,0.00493999989703298
"1587","Balistes capriscus","Balistidae","Balistes",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.71266667048136,0.0884333327412605
"1588","Maurolicus muelleri","Sternoptychidae","Maurolicus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.96099996566772,0.00164000003132969
"1589","Triglops murrayi","Cottidae","Triglops",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.00880332756787539
"1590","Labrus mixtus","Labridae","Labrus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.25699996948242,0.00499999988824129
"1591","Scyliorhinus stellaris","Scyliorhinidae","Scyliorhinus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.16700005531311,0.0020000000949949
"1592","Rostroraja alba","Rajidae","Rostroraja",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.02999997138977,0.00529000000096858
"1593","Leucoraja fullonica","Rajidae","Leucoraja",24,"Species","SWC-IBTS","fb","TL","gen-FAO",3.31100002924601,0.00191666667039196
"1594","Arnoglossus imperialis","Bothidae","Arnoglossus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"1595","Lepidorhombus boscii","Scophthalmidae","Lepidorhombus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.07236251235008,0.0113375000655651
"1596","Engraulis encrasicolus","Engraulidae","Engraulis",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"1597","Trachipterus arcticus","Trachipteridae","Trachipterus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.00182999996468425
"1598","Spondyliosoma cantharus","Sparidae","Spondyliosoma",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.08690907738426,0.0119009090756828
"1599","Sardina pilchardus","Clupeidae","Sardina",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.1022125184536,0.00711875013075769
"1600","Mullus surmuletus","Mullidae","Mullus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.14515376091003,0.0089589583221823
"1601","Gaidropsarus vulgaris","Lotidae","Gaidropsarus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.18050003051758,0.00650500017218292
"1602","Sebastes","Sebastidae","Sebastes",22,"Genus","SWC-IBTS","fb","TL","gen-FAO",3.13700008392334,0.0115000000223517
"1603","Microchirus variegatus","Soleidae","Microchirus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.12799996137619,0.00996749993646517
"1604","Arnoglossus laterna","Bothidae","Arnoglossus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.22574996948242,0.00526499998522922
"1605","Chelidonichthys lucerna","Triglidae","Chelidonichthys",24,"Species","SWC-IBTS","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"1606","Pegusa lascaris","Soleidae","Pegusa",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.16500008106232,0.00690000015310943
"1607","Arnoglossus imperialis","Bothidae","Arnoglossus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.16799998283386,0.00523749989224598
"1608","Lumpenus lampretaeformis","Stichaeidae","Lumpenus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.26884996891022,0.011350000044331
"1609","Galeorhinus galeus","Triakidae","Galeorhinus",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",2.97075710977827,0.00801428572906713
"1610","Labrus bergylta","Labridae","Labrus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.0144999995827675
"1611","Coryphaenoides rupestris","Macrouridae","Coryphaenoides",24,"Species","SWC-IBTS","fb","TL","gen-Ocean",2.48669993877411,0.0196850001811981
"1612","Myctophidae","Myctophidae",NA,24,"Family","SWC-IBTS","fb","TL","fam-FAO",2.98000001907349,0.00510000018402934
"1613","Engraulis encrasicolus","Engraulidae","Engraulis",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3.19062858309065,0.00410428573710046
"1614","Molva dypterygia","Lotidae","Molva",22,"Species","SWC-IBTS","fb","TL","spe-Ocean",3.1489999294281,0.00190999999176711
"1615","Lepidion eques","Moridae","Lepidion",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.54100000858307,0.000949999986914918
"1616","Epigonus telescopus","Epigonidae","Epigonus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.013363491743803
"1617","Petromyzon marinus","Petromyzontidae","Petromyzon",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.00208000000566244
"1618","Argyropelecus olfersii","Sternoptychidae","Argyropelecus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.0187928676605225
"1619","Chelidonichthys lucerna","Triglidae","Chelidonichthys",22,"Species","SWC-IBTS","fb","TL","spe-FAO",2.99620001316071,0.0101169999223202
"1620","Dicentrarchus labrax","Moronidae","Dicentrarchus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.00228571891785,0.0105842856823334
"1621","Mullus barbatus barbatus","Mullidae","Mullus",24,"Subspecies","SWC-IBTS","fb","TL","spe-FAO",3.01774996519089,0.00870750010653865
"1622","Hexanchus griseus","Hexanchidae","Hexanchus",24,"Species","SWC-IBTS","fb","TL","spe-Ocean",3,0.0134958401322365
"1623","Mora moro","Moridae","Mora",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3.36999988555908,0.00240000011399388
"1624","Phycidae","Phycidae",NA,24,"Family","SWC-IBTS","fb","TL","fam-FAO",3.15389997959137,0.00851599976886064
"1625","Entelurus aequoreus","Syngnathidae","Entelurus",22,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.00022000000171829
"1626","Entelurus aequoreus","Syngnathidae","Entelurus",24,"Species","SWC-IBTS","fb","TL","spe-FAO",3,0.00022000000171829
